tier,score,id,name,keyword,found_in,primary_industry,secondary_industries,expected_any_of,created_at,description
LOW,5,931ec5dc-ee9c-4c4b-b950-cd81de15cbed,Pop-Up Retail Owner,Inventory,description,Entrepreneurship,"Design & Creative,Hospitality & Events",Supply Chain & Operations / Business & Finance,2026-07-19T03:25:55.719621+00:00,"You curate and design temporary retail spaces, sourcing products and managing inventory while building direct relationships with customers who discover your brand in unexpected locations."
LOW,5,1eb18120-dec5-414f-a207-f4a38369b765,Pop-Up Shop Creator,Inventory,description,Entrepreneurship,"Design & Creative,Hospitality & Events",Supply Chain & Operations / Business & Finance,2026-07-13T03:32:28.842983+00:00,"You design, set up, and run temporary retail spaces that showcase products to customers, managing everything from location scouting and inventory to sales and social media buzz."
LOW,5,65a637dd-5983-48eb-8541-ca6c86093a82,Pop-up Shop Curator,Inventory,description,Entrepreneurship,"Design & Creative,Hospitality & Events",Supply Chain & Operations / Business & Finance,2026-06-02T02:37:21.452672+00:00,"You scout locations, curate merchandise, design eye-catching displays, and manage inventory for temporary retail spaces that create buzz and drive sales in 2-8 weeks."
LOW,5,5f90cdae-4923-48c5-b636-a687032ce452,Registered Dietitian,Hospital,description,Food & Culinary,"Hospitality & Events,Business & Finance,Arts & Performance",Healthcare & Medicine,2026-04-22T02:52:32.905098+00:00,"You use science and nutrition expertise to help people achieve better health through personalized meal plans, working with patients one-on-one or in hospitals to prevent and treat diseases like diabetes and heart disease."
LOW,5,9666270b-250b-4f85-9724-191365d8eb81,Research Ethics Officer,Hospital,description,Law & Government,"Business & Finance,Social Impact & Nonprofit,Science & Research",Healthcare & Medicine,2026-04-22T02:52:32.905098+00:00,"You review research studies and protocols to ensure they follow ethical guidelines, protecting human subjects and maintaining scientific integrity across universities, hospitals, and labs."
LOW,5,52c733ce-4fb1-4caa-a7d1-f8b2b93567cf,Signage and Wayfinding Specialist,Hospital,description,Design & Creative,Hospitality & Events,Healthcare & Medicine,2026-07-03T03:49:59.552387+00:00,"You design intuitive signs, maps, and directional systems that guide people through hospitals, airports, museums, and cities—solving real navigation problems with creative visual solutions."
LOW,5,69f9e4f5-9b6a-4d4e-8e22-74fa71b0aaff,Signage Systems Designer,Hospital,description,Design & Creative,"Business & Finance,Tech & Engineering",Healthcare & Medicine,2026-04-22T02:52:32.905098+00:00,"You design eye-catching signs and wayfinding systems that guide people through spaces—from storefronts to hospitals to airports—blending aesthetics, functionality, and brand identity into visual solutions that people actually notice and use."
LOW,5,11c3df0d-786a-48c8-97da-5f02ad0f18c0,Social Media Entrepreneur (Personal Brand),Algorithm,description,Entrepreneurship,"Media & Journalism,Design & Creative",Tech & Engineering / Science & Research / Gaming & Esports,2026-05-28T02:01:23.229626+00:00,"You create engaging content across platforms, build a loyal audience around your personal brand, and monetize through sponsorships, products, and collaborations while constantly adapting to trends and algorithm changes."
LOW,5,d5238946-59dd-4ab6-8dc6-f387b774617d,Sports Video Analyst,Coach,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit,2026-04-22T02:52:31.660242+00:00,"You break down game footage to identify patterns, weaknesses, and opportunities that coaches use to develop winning strategies. Your detailed video reports help teams prepare for opponents and give athletes visual feedback to refine their techniques."
LOW,5,46783e2b-7410-426a-a4f5-5ac2e9443280,TikTok Content Creator,Algorithm,description,Media & Journalism,"Design & Creative,Entrepreneurship",Tech & Engineering / Science & Research / Gaming & Esports,2026-06-21T02:42:07.312251+00:00,"You create short, engaging videos for TikTok that entertain, educate, or inspire millions of followers, using trends, storytelling, and platform algorithms to build your brand and influence."
LOW,5,10dc5bd8-17b0-4154-ae3d-9976d5beb95a,Vintage Clothing Authenticator,Database,description,Fashion & Beauty,"Design & Creative,Entrepreneurship",Tech & Engineering / Cybersecurity,2026-05-19T02:14:02.224448+00:00,"You examine vintage garments under magnifying glasses and through historical databases to verify authenticity, spotting counterfeit seams and era-incorrect fabric blends that fool collectors and resellers."
LOW,5,45a76936-4e3f-4080-afff-4ac3a968acb9,Youth Development Specialist,Coach,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit,2026-04-22T02:52:32.496342+00:00,"You design and run after-school programs, mentorship initiatives, or summer camps that help young people build confidence and life skills. You might coach teens through college applications or lead leadership workshops."
LOW,3,01820c71-7052-4f4d-a81b-7e8709d76c94,Adaptive Infrastructure Planner,Systems,description,Architecture & Urban Planning,"Science & Research,Environment & Sustainability",Tech & Engineering / Cybersecurity / Supply Chain & Operations,2026-08-18T01:35:12.760028+00:00,"You design cities and infrastructure systems that adapt to climate change, natural disasters, and shifting populations—creating resilient communities through innovative planning, data analysis, and cross-sector collaboration."
LOW,3,aac1511a-c76d-498e-aa36-8afacdb1340e,Audiologist,Patient,description,Tech & Engineering,"Business & Finance,Design & Creative,Science & Research",Healthcare & Medicine,2026-04-22T02:52:33.087307+00:00,"You diagnose hearing loss and balance disorders, then fit patients with hearing aids or cochlear implants that change their lives. You might help a child hear their parent's voice for the first time or restore an elderly veteran's ability to enjoy conversations."
LOW,3,d9f14271-79f7-4b48-9dc2-37bcccf69356,Coastal Resilience Manager,Engineer,description,Environment & Sustainability,"Law & Government,Science & Research",Tech & Engineering / Cybersecurity / Gaming & Esports,2026-08-07T02:57:38.726222+00:00,"You design and implement strategies to protect coastal communities from rising seas, storms, and erosion by analyzing data, coordinating with governments and engineers, and building nature-based defenses that keep people safe."
LOW,3,be9d8eeb-37a7-488c-879a-73e5a3611c60,Community Currency Designer,Systems,description,Entrepreneurship,"Social Impact & Nonprofit,Design & Creative",Tech & Engineering / Cybersecurity / Supply Chain & Operations,2026-06-22T02:43:42.973504+00:00,"You design and launch alternative currency systems that strengthen local communities by creating digital or physical money that keeps wealth circulating within neighborhoods, schools, or regions."
LOW,3,c1f3824f-2fd6-4dbb-aff7-04ce5f2934eb,Dental Hygienist,Patient,description,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Healthcare & Medicine,2026-04-22T02:52:29.646164+00:00,"You clean teeth, detect early signs of gum disease, and teach patients how to maintain healthy smiles—making a direct difference in people's overall health and confidence every single day."
LOW,3,c25447da-fd34-41c0-acf1-b65058c9d2c3,Electrocardiogram Technician,Patient,description,Cybersecurity,"Tech & Engineering,Law & Government,Science & Research",Healthcare & Medicine,2026-04-22T02:52:33.295118+00:00,"You operate specialized machines that record the electrical activity of patients' hearts, creating the detailed readouts that help doctors diagnose life-threatening conditions and guide critical treatment decisions."
LOW,3,410f1592-53c1-4c63-9911-4da88f0ff170,Gastroenterologist,Patient,description,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",Healthcare & Medicine,2026-04-22T02:52:29.422718+00:00,"You diagnose and treat digestive system disorders by performing procedures like colonoscopies and endoscopies, helping patients overcome painful conditions and preventing serious diseases from progressing."
LOW,3,6e526d8f-d93a-49d9-a362-27c06838b891,Impact Measurement Consultant,Systems,description,Entrepreneurship,"Social Impact & Nonprofit,Business & Finance",Tech & Engineering / Cybersecurity / Supply Chain & Operations,2026-06-01T02:40:53.390839+00:00,"You design and analyze measurement systems that prove whether startups and social enterprises are actually creating the positive change they claim, turning impact into data-driven stories."
LOW,3,f104c94b-8dd6-450d-92f1-af5b85c81f43,Infectious Disease Specialist,Patient,description,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",Healthcare & Medicine,2026-04-22T02:52:29.206458+00:00,"You investigate and combat infectious diseases by diagnosing patients, conducting research, and developing treatment strategies that save lives and prevent outbreaks."
LOW,3,1253ebf8-6216-44ba-a37c-9ffbd9db81a9,MRI Technologist,Patient,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Healthcare & Medicine,2026-04-22T02:52:31.392704+00:00,"You operate sophisticated MRI machines to create detailed internal images of patients' bodies, helping doctors diagnose everything from brain tumors to torn ligaments while making patients feel calm during what can be an anxiety-inducing procedure."
LOW,3,534fa2f8-4a32-47dc-94ea-082835fa07e2,Nuclear Medicine Technologist,Patient,description,Cybersecurity,"Tech & Engineering,Law & Government,Arts & Performance",Healthcare & Medicine,2026-04-22T02:52:32.496342+00:00,"You use radioactive tracers and imaging equipment to help doctors see inside patients' bodies, detecting diseases like cancer and heart problems before they become life-threatening."
LOW,3,05c5d0ad-a95d-4ac8-a23c-fefdf793a1ac,Otolaryngologist,Patient,description,Social Impact & Nonprofit,"Education & Coaching,Law & Government",Healthcare & Medicine,2026-04-22T02:52:30.47108+00:00,"You diagnose and treat disorders of the ear, nose, and throat using specialized instruments and procedures, directly improving patients' hearing, breathing, and quality of life."
